feature_set,config,max_depth,min_samples_leaf,class_weight,threshold,macro_f1,balanced_accuracy,fire_precision,fire_recall,fire_f1
BASE_PLUS_HISTORY,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.8288,0.8545,0.6667,0.8,0.7273
BASE,1,3.0,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,1,3.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,1,3.0,1,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,3,3.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,5,3.0,2,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,5,3.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,6,3.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,9,4.0,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,9,4.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,9,4.0,1,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,11,4.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,13,4.0,2,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,13,4.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,14,4.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,17,5.0,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,17,5.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,17,5.0,1,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,19,5.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,20,5.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,20,5.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,21,5.0,2,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,21,5.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,22,5.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,25,,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,25,,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,25,,1,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,27,,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,28,,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,28,,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,29,,2,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,29,,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE,30,,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,1,3.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,5,3.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,6,3.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,9,4.0,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,9,4.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,13,4.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,14,4.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,17,5.0,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,17,5.0,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,20,5.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,21,5.0,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,22,5.0,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,25,,1,balanced,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,25,,1,balanced,0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,28,,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,29,,2,balanced,0.35,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,30,,2,balanced_subsample,0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.25,0.8071,0.9091,0.5556,1.0,0.7143
BASE_PLUS_HISTORY,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.3,0.8071,0.9091,0.5556,1.0,0.7143
BASE,1,3.0,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,3,3.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,5,3.0,2,balanced,0.65,0.8,0.7773,0.75,0.6,0.6667
BASE,6,3.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,9,4.0,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,11,4.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,13,4.0,2,balanced,0.65,0.8,0.7773,0.75,0.6,0.6667
BASE,14,4.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,19,5.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,21,5.0,2,balanced,0.65,0.8,0.7773,0.75,0.6,0.6667
BASE,22,5.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,27,,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,29,,2,balanced,0.65,0.8,0.7773,0.75,0.6,0.6667
BASE,30,,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,1,3.0,1,balanced,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,1,3.0,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,2,3.0,1,balanced_subsample,0.45,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,6,3.0,2,balanced_subsample,0.5,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,6,3.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,9,4.0,1,balanced,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,9,4.0,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,10,4.0,1,balanced_subsample,0.45,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,14,4.0,2,balanced_subsample,0.5,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,14,4.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,17,5.0,1,balanced,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,17,5.0,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,18,5.0,1,balanced_subsample,0.45,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,20,5.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,22,5.0,2,balanced_subsample,0.5,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,22,5.0,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,23,5.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,24,5.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,25,,1,balanced,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,25,,1,balanced,0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,26,,1,balanced_subsample,0.45,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,28,,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,30,,2,balanced_subsample,0.5,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,30,,2,balanced_subsample,0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,31,,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE_PLUS_HISTORY,32,,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.6,0.8,0.7773,0.75,0.6,0.6667
BASE,5,3.0,2,balanced,0.25,0.7692,0.8864,0.5,1.0,0.6667
BASE,13,4.0,2,balanced,0.25,0.7692,0.8864,0.5,1.0,0.6667
BASE,21,5.0,2,balanced,0.25,0.7692,0.8864,0.5,1.0,0.6667
BASE,29,,2,balanced,0.25,0.7692,0.8864,0.5,1.0,0.6667
BASE_PLUS_HISTORY,1,3.0,1,balanced,0.25,0.7692,0.8864,0.5,1.0,0.6667
BASE_PLUS_HISTORY,5,3.0,2,balanced,0.3,0.7692,0.8864,0.5,1.0,0.6667
BASE_PLUS_HISTORY,13,4.0,2,balanced,0.3,0.7692,0.8864,0.5,1.0,0.6667
BASE_PLUS_HISTORY,21,5.0,2,balanced,0.3,0.7692,0.8864,0.5,1.0,0.6667
BASE_PLUS_HISTORY,29,,2,balanced,0.3,0.7692,0.8864,0.5,1.0,0.6667
BASE,1,3.0,1,balanced,0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,1,3.0,1,balanced,0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,2,3.0,1,balanced_subsample,0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,3,3.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,3,3.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,4,3.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,5,3.0,2,balanced,0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,5,3.0,2,balanced,0.6,0.7545,0.7545,0.6,0.6,0.6
BASE,6,3.0,2,balanced_subsample,0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,6,3.0,2,balanced_subsample,0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,7,3.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,8,3.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,9,4.0,1,balanced,0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,9,4.0,1,balanced,0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,10,4.0,1,balanced_subsample,0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,11,4.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,11,4.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,12,4.0,1,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,13,4.0,2,balanced,0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,13,4.0,2,balanced,0.6,0.7545,0.7545,0.6,0.6,0.6
BASE,14,4.0,2,balanced_subsample,0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,14,4.0,2,balanced_subsample,0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,15,4.0,2,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,16,4.0,2,"{'INDUSTRIAL_FIRE': 3.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,17,5.0,1,balanced,0.5,0.7545,0.7545,0.6,0.6,0.6
BASE,17,5.0,1,balanced,0.55,0.7545,0.7545,0.6,0.6,0.6
BASE,17,5.0,1,balanced,0.6,0.7545,0.7545,0.6,0.6,0.6
BASE,18,5.0,1,balanced_subsample,0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,19,5.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.45,0.7545,0.7545,0.6,0.6,0.6
BASE,19,5.0,1,"{'INDUSTRIAL_FIRE': 2.0, 'PERSISTENT_INDUSTRIAL_SOURCE': 1.0}",0.5,0.7545,0.7545,0.6,0.6,0.6
